msd_en	features_en	msd_sl	features_sl	types	tokens	examples
Mlcmdg	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=genitive	Kbgmdr	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=rodilnik	1	105230	dveh/dva
Mlcmdd	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=dative	Kbgmdd	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=dajalnik	1	18025	dvema/dva
Mlcmda	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=accusative	Kbgmdt	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=tožilnik	1	329612	dva
Mlcmdl	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=locative	Kbgmdm	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=mestnik	1	83458	dveh/dva
Mlcmdi	Numeral Form=letter Type=cardinal Gender=masculine Number=dual Case=instrumental	Kbgmdo	števnik zapis=besedni vrsta=glavni spol=moški število=dvojina sklon=orodnik	2	60423	dvema/dva, dvemi/dva
Mlcmpn	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=nominative	Kbgmmi	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=imenovalnik	3	186534	trije, štirje, več
Mlcmpg	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=genitive	Kbgmmr	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=rodilnik	3	102867	treh/trije, štirih/štirje, večih/več
Mlcmpd	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=dative	Kbgmmd	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=dajalnik	3	18174	trem/trije, štirim/štirje, večim/več
Mlcmpa	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=accusative	Kbgmmt	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=tožilnik	4	323372	tri/trije, štiri/štirje, stiri/stirje, več
Mlcmpl	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=locative	Kbgmmm	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=mestnik	3	75939	treh/trije, štirih/štirje, večih/več
Mlcmpi	Numeral Form=letter Type=cardinal Gender=masculine Number=plural Case=instrumental	Kbgmmo	števnik zapis=besedni vrsta=glavni spol=moški število=množina sklon=orodnik	3	64148	tremi/trije, štirimi/štirje, večimi/več
Mlcfdn	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=nominative	Kbgzdi	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=imenovalnik	1	123609	dve/dva
Mlcfdg	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=genitive	Kbgzdr	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=rodilnik	1	65160	dveh/dva
Mlcfdd	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=dative	Kbgzdd	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=dajalnik	1		dvema/dva
Mlcfda	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=accusative	Kbgzdt	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=tožilnik	1	276493	dve/dva
Mlcfdl	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=locative	Kbgzdm	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=mestnik	1	58164	dveh/dva
Mlcfdi	Numeral Form=letter Type=cardinal Gender=feminine Number=dual Case=instrumental	Kbgzdo	števnik zapis=besedni vrsta=glavni spol=ženski število=dvojina sklon=orodnik	2	38793	dvema/dva, dvemi/dva
Mlcfpn	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=nominative	Kbgzmi	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=imenovalnik	3	135803	tri/trije, štiri/štirje, več
Mlcfpg	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=genitive	Kbgzmr	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=rodilnik	3	63300	treh/trije, štirih/štirje, večih/več
Mlcfpd	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=dative	Kbgzmd	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=dajalnik	3	1638	trem/trije, večim/več, štirim/štirje
Mlcfpa	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=accusative	Kbgzmt	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=tožilnik	3	211080	tri/trije, štiri/štirje, več
Mlcfpl	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=locative	Kbgzmm	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=mestnik	3	87705	treh/trije, štirih/štirje, večih/več
Mlcfpi	Numeral Form=letter Type=cardinal Gender=feminine Number=plural Case=instrumental	Kbgzmo	števnik zapis=besedni vrsta=glavni spol=ženski število=množina sklon=orodnik	3	23437	štirimi/štirje, tremi/trije, večimi/več
Mlcndn	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=nominative	Kbgsdi	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=imenovalnik	1		dve/dva
Mlcndg	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=genitive	Kbgsdr	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=rodilnik	1	13026	dveh/dva
Mlcndd	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=dative	Kbgsdd	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=dajalnik	1		dvema/dva
Mlcnda	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=accusative	Kbgsdt	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=tožilnik	1	95507	dve/dva
Mlcndl	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=locative	Kbgsdm	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=mestnik	1	51897	dveh/dva
Mlcndi	Numeral Form=letter Type=cardinal Gender=neuter Number=dual Case=instrumental	Kbgsdo	števnik zapis=besedni vrsta=glavni spol=srednji število=dvojina sklon=orodnik	2	39225	dvema/dva, dvemi/dva
Mlcnpn	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=nominative	Kbgsmi	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=imenovalnik	3	5092	štiri/štirje, tri/trije, več
Mlcnpg	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=genitive	Kbgsmr	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=rodilnik	3	10569	treh/trije, štirih/štirje, večih/več
Mlcnpd	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=dative	Kbgsmd	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=dajalnik	3		večim/več, trem/trije, štirim/štirje
Mlcnpa	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=accusative	Kbgsmt	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=tožilnik	4	119833	tri/trije, štiri/štirje, stiri/stirje, več
Mlcnpl	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=locative	Kbgsmm	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=mestnik	3	55237	treh/trije, štirih/štirje, večih/več
Mlcnpi	Numeral Form=letter Type=cardinal Gender=neuter Number=plural Case=instrumental	Kbgsmo	števnik zapis=besedni vrsta=glavni spol=srednji število=množina sklon=orodnik	3	36906	tremi/trije, štirimi/štirje, večimi/več
Mlomsn	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=nominative	Kbvmei	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=imenovalnik	242	564007	prvi, tretji, četrti, peti, osmi
Mlomsg	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=genitive	Kbvmer	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=rodilnik	241	207286	prvega/prvi, tretjega/tretji, četrtega/četrti, šestega/šesti, osmega/osmi
Mlomsd	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=dative	Kbvmed	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=dajalnik	241	14300	prvemu/prvi, tretjemu/tretji, četrtemu/četrti, šestemu/šesti, sedmemu/sedmi
Mlomsa	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=accusative	Kbvmet	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=tožilnik	482	230385	prvi, prvega/prvi, tretji, šesti, četrti
Mlomsl	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=locative	Kbvmem	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=mestnik	241	222100	prvem/prvi, tretjem/tretji, četrtem/četrti, petem/peti, šestem/šesti
Mlomsi	Numeral Form=letter Type=ordinal Gender=masculine Number=singular Case=instrumental	Kbvmeo	števnik zapis=besedni vrsta=vrstilni spol=moški število=ednina sklon=orodnik	242	39316	prvim/prvi, tretjim/tretji, četrtim/četrti, šestim/šesti, sedmim/sedmi
Mlomdn	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=nominative	Kbvmdi	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=imenovalnik	241		tristotrideseta/tristotrideseti, tristotretja/tristotretji, tristota/tristoti, tristoštiriindvajseta/tristoštiriindvajseti, tristošestdeseta/tristošestdeseti
Mlomdg	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=genitive	Kbvmdr	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=rodilnik	241		tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti, tristoštiriindvajsetih/tristoštiriindvajseti, tristošestih/tristošesti
Mlomdd	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=dative	Kbvmdd	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=dajalnik	241		tristotridesetima/tristotrideseti, tristotretjima/tristotretji, tristotima/tristoti, tristoštiriindvajsetima/tristoštiriindvajseti, tristošestima/tristošesti
Mlomda	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=accusative	Kbvmdt	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=tožilnik	241	3608	prva/prvi, tristotrideseta/tristotrideseti, tristotretja/tristotretji, tristota/tristoti, tristoštiriindvajseta/tristoštiriindvajseti
Mlomdl	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=locative	Kbvmdm	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=mestnik	241		tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti, tristoštiriindvajsetih/tristoštiriindvajseti, tristošestih/tristošesti
Mlomdi	Numeral Form=letter Type=ordinal Gender=masculine Number=dual Case=instrumental	Kbvmdo	števnik zapis=besedni vrsta=vrstilni spol=moški število=dvojina sklon=orodnik	241	2170	prvima/prvi, tretjima/tretji, četrtima/četrti, šestima/šesti, sedmima/sedmi
Mlompn	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=nominative	Kbvmmi	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=imenovalnik	241	47263	prvi, osmi, deveti, sedmi, tisoči
Mlompg	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=genitive	Kbvmmr	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=rodilnik	241	60055	prvih/prvi, tretjih/tretji, četrtih/četrti, tisočih/tisoči, stopetdesetih/stopetdeseti
Mlompd	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=dative	Kbvmmd	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=dajalnik	241		tristotridesetim/tristotrideseti, tristotretjim/tristotretji, tristotim/tristoti, tristoštiriindvajsetim/tristoštiriindvajseti, tristošestim/tristošesti
Mlompa	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=accusative	Kbvmmt	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=tožilnik	241	39364	prve/prvi, četrte/četrti, sedme/sedmi, osme/osmi, devete/deveti
Mlompl	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=locative	Kbvmmm	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=mestnik	241	37205	prvih/prvi, tretjih/tretji, tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti
Mlompi	Numeral Form=letter Type=ordinal Gender=masculine Number=plural Case=instrumental	Kbvmmo	števnik zapis=besedni vrsta=vrstilni spol=moški število=množina sklon=orodnik	241	7084	prvimi/prvi, tretjimi/tretji, četrtimi/četrti, stopetdesetimi/stopetdeseti, tisočimi/tisoči
Mlofsn	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=nominative	Kbvzei	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=imenovalnik	241	353552	prva/prvi, tretja/tretji, četrta/četrti, peta/peti, sedma/sedmi
Mlofsg	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=genitive	Kbvzer	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=rodilnik	241	174079	prve/prvi, tretje/tretji, četrte/četrti, sedme/sedmi, šeste/šesti
Mlofsd	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=dative	Kbvzed	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=dajalnik	241		tristotrideseti, tristotretji, tristoti, tristoštiriindvajseti, tristošesti
Mlofsa	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=accusative	Kbvzet	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=tožilnik	241	224943	prvo/prvi, tretjo/tretji, četrto/četrti, deseto/deseti, deveto/deveti
Mlofsl	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=locative	Kbvzem	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=mestnik	241	236842	prvi, tretji, peti, sedmi, deseti
Mlofsi	Numeral Form=letter Type=ordinal Gender=feminine Number=singular Case=instrumental	Kbvzeo	števnik zapis=besedni vrsta=vrstilni spol=ženski število=ednina sklon=orodnik	241	37425	prvo/prvi, sedmo/sedmi, šesto/šesti, deseto/deseti, dvanajsto/dvanajsti
Mlofdn	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=nominative	Kbvzdi	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=imenovalnik	241		tristotrideseti, tristotretji, tristoti, tristoštiriindvajseti, tristošesti
Mlofdg	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=genitive	Kbvzdr	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=rodilnik	241		tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti, tristoštiriindvajsetih/tristoštiriindvajseti, tristošestih/tristošesti
Mlofdd	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=dative	Kbvzdd	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=dajalnik	241		tristotridesetima/tristotrideseti, tristotretjima/tristotretji, tristotima/tristoti, tristoštiriindvajsetima/tristoštiriindvajseti, tristošestima/tristošesti
Mlofda	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=accusative	Kbvzdt	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=tožilnik	241		tristotrideseti, tristotretji, tristoti, tristoštiriindvajseti, tristošesti
Mlofdl	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=locative	Kbvzdm	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=mestnik	241		tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti, tristoštiriindvajsetih/tristoštiriindvajseti, tristošestih/tristošesti
Mlofdi	Numeral Form=letter Type=ordinal Gender=feminine Number=dual Case=instrumental	Kbvzdo	števnik zapis=besedni vrsta=vrstilni spol=ženski število=dvojina sklon=orodnik	241		tristotridesetima/tristotrideseti, tristotretjima/tristotretji, tristotima/tristoti, tristoštiriindvajsetima/tristoštiriindvajseti, tristošestima/tristošesti
Mlofpn	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=nominative	Kbvzmi	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=imenovalnik	241	36001	prve/prvi, sedme/sedmi, četrte/četrti, osme/osmi, devete/deveti
Mlofpg	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=genitive	Kbvzmr	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=rodilnik	241	19628	prvih/prvi, tretjih/tretji, četrtih/četrti, tisočih/tisoči, stopetdesetih/stopetdeseti
Mlofpd	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=dative	Kbvzmd	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=dajalnik	241	2811	tretjim/tretji, sedmim/sedmi, osmim/osmi, četrtim/četrti, tisočim/tisoči
Mlofpa	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=accusative	Kbvzmt	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=tožilnik	241	20782	prve/prvi, sedme/sedmi, četrte/četrti, osme/osmi, desete/deseti
Mlofpl	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=locative	Kbvzmm	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=mestnik	241	25566	prvih/prvi, tretjih/tretji, tisočih/tisoči, četrtih/četrti, stopetdesetih/stopetdeseti
Mlofpi	Numeral Form=letter Type=ordinal Gender=feminine Number=plural Case=instrumental	Kbvzmo	števnik zapis=besedni vrsta=vrstilni spol=ženski število=množina sklon=orodnik	241	16221	prvimi/prvi, tretjimi/tretji, četrtimi/četrti, tisočimi/tisoči, stotimi/stoti
Mlonsn	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=nominative	Kbvsei	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=imenovalnik	241	77824	prvo/prvi, tretje/tretji, četrto/četrti, osmo/osmi, peto/peti
Mlonsg	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=genitive	Kbvser	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=rodilnik	242	52002	prvega/prvi, tretjega/tretji, dvajsetega/dvajseti, četrtega/četrti, devetnajstega/devetnajsti
Mlonsd	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=dative	Kbvsed	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=dajalnik	241		tristotridesetemu/tristotrideseti, tristotretjemu/tristotretji, tristotemu/tristoti, tristoštiriindvajsetemu/tristoštiriindvajseti, tristošestemu/tristošesti
Mlonsa	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=accusative	Kbvset	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=tožilnik	241	133875	tretje/tretji, prvo/prvi, četrto/četrti, šesto/šesti, peto/peti
Mlonsl	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=locative	Kbvsem	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=mestnik	241	116424	prvem/prvi, tretjem/tretji, četrtem/četrti, šestem/šesti, petem/peti
Mlonsi	Numeral Form=letter Type=ordinal Gender=neuter Number=singular Case=instrumental	Kbvseo	števnik zapis=besedni vrsta=vrstilni spol=srednji število=ednina sklon=orodnik	241	14905	tretjim/tretji, prvim/prvi, četrtim/četrti, šestim/šesti, sedmim/sedmi
Mlondn	Numeral Form=letter Type=ordinal Gender=neuter Number=dual Case=nominative	Kbvsdi	števnik zapis=besedni vrsta=vrstilni spol=srednji število=dvojina sklon=imenovalnik	241		tristotrideseti, tristotretji, tristoti, tristoštiriindvajseti, tristošesti
Mlondg	Numeral Form=letter Type=ordinal Gender=neuter Number=dual Case=genitive	Kbvsdr	števnik zapis=besedni vrsta=vrstilni spol=srednji število=dvojina sklon=rodilnik	241		tristotridesetih/tristotrideseti, tristotretjih/tristotretji, tristotih/tristoti, tristoštiriindvajsetih/tristoštiriindvajseti, tristošestih/tristošesti
